razon_social,anio,Eliminación,Recepción y Almacenamiento,Valorización,total,pct_valorizacion,n_declaraciones,rubro
INMOBILIARIA Y DESARROLLADORA EL REMANSO SPA.,2022,391.5,0.0,0.0,391.5,0.0,1,Otras actividades
INMOBILIARIA ZAMORA SPA,2022,1500.0,0.0,0.0,1500.0,0.0,1,Otras actividades
INMOBILIARIA ZANARTU SPA,2022,535.05,0.0,0.0,535.05,0.0,1,Construcción
INSTAPANEL S.A.,2022,0.0,46.23,922.529,968.759,95.22791530194816,3,Otras industrias manufactureras
INSTITUTO PROFESIONAL AIEP SPA,2022,12.742,0.0,0.0,12.742,0.0,3,Otras actividades
INTERMOB S A,2022,0.0,0.0,116.377,116.377,100.0,3,Otras industrias manufactureras
INVERSIONES BOSQUES DEL MAUCO S A,2022,0.0,12.03,4.58,16.61,27.573750752558702,4,Producción agropecuaria
INVERSIONES CORMI LIMITADA,2022,0.0,0.0,454.29,454.29,100.0,5,Gestores de residuos
INVERSIONES INGENIEROS QUINCE SPA,2022,46.98,0.0,0.0,46.98,0.0,1,Otras actividades
INVERSIONES INGENIEROS TRECE SPA,2022,767.34,0.0,0.0,767.34,0.0,1,Otras actividades
INVERSIONES TERRACORP S A,2022,1976.6399999999999,0.0,0.0,1976.6399999999999,0.0,4,Otras actividades
IRARRAZAVAL 4870 SPA,2022,787.76,0.0,0.0,787.76,0.0,1,Otras actividades
ISA INMOBILIARIA S.A.,2022,949.92,0.0,0.0,949.92,0.0,1,Otras actividades
KAL TIRE RECYCLING CHILE SPA,2022,0.99,0.0,0.0,0.99,0.0,1,Gestores de residuos
KOMATSU REMAN CENTER CHILE S.A.,2022,6.36,37.19026,0.0,43.55026,0.0,2,Otras industrias manufactureras
KRAH AMERICA LATINA S.A.,2022,0.0,0.0,23.99,23.99,100.0,1,"Industria química, de plástico y caucho"
KSB CHILE S A,2022,0.0,0.0,4.19,4.19,100.0,1,Comercio mayorista
LABORATORIO CHILE S A,2022,1.72,0.0,0.0,1.72,0.0,1,Otras industrias manufactureras
LABORATORIO DURANDIN SA,2022,90.0,0.0,0.0,90.0,0.0,1,"Industria química, de plástico y caucho"
LAGUNA CENTRO 1 SPA,2022,258.31,0.0,0.0,258.31,0.0,2,Construcción
LASCAR ENERGY SPA,2022,3.93,0.0,0.0,3.93,0.0,2,Otras centrales de generación eléctrica
LINDE HIGH LIFT CHILE S A,2022,6.1,0.0,0.0,6.1,0.0,1,Otras actividades
LINZOR DE VERANO SPA,2022,7.67,0.0,0.0,7.67,0.0,1,Otras centrales de generación eléctrica
MADESA SPA,2022,19.44,0.0,0.0,19.44,0.0,1,"Industria química, de plástico y caucho"
MANDINGA SOLAR SPA,2022,19.85,0.0,0.0,19.85,0.0,1,Otras centrales de generación eléctrica
MASTER DRILLING CHILE S.A,2022,2.34,0.0,0.0,2.34,0.0,1,Minería
MELON ARIDOS LIMITADA,2022,0.0,0.0,7.57,7.57,100.0,1,Minería
MELON S.A.,2022,1266.5,0.0,0.0,1266.5,0.0,1,"Producción de cemento, cal y yeso"
METROGAS S A,2022,0.0,0.0,23.62,23.62,100.0,3,Otras actividades
MIMET S. A.,2022,0.0,0.0,256.165,256.165,100.0,1,Otras industrias manufactureras
MINERA ESCONDIDA LIMITADA,2022,0.0,1276.0,3164.04,4440.04,71.26152016648498,3,Minería
MINERA LOS PELAMBRES,2022,192.24,0.0,0.0,192.24,0.0,1,Minería
MINERA SPENCE S.A.,2022,0.0,0.0,2405.62,2405.62,100.0,8,Minería
MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,2022,52.2,0.0,0.0,52.2,0.0,1,Construcción
MOLYMETNOS S.A.,2022,3281.6,0.07,0.0,3281.67,0.0,4,Minería
MONSANTO CHILE  S.A.,2022,38.32,0.0,0.0,38.32,0.0,2,Producción agropecuaria
NALCO INDUSTRIAL SERVICES CHILE LIMITADA,2022,0.0,0.0,0.79,0.79,100.0,1,"Industria química, de plástico y caucho"
NESTLE CHILE SA,2022,415.4,6.312,0.0,421.712,0.0,6,Otras industrias manufactureras
NEXANS CHILE S.A,2022,0.0,0.0,4.23,4.23,100.0,1,Otras industrias manufactureras
NOLBERTO ORLANDO SUAREZ,2022,0.0,0.0,2059.955,2059.955,100.0,1,Gestores de residuos
NOVOFARMA SERVICE S A,2022,0.0,0.0,95.451,95.451,100.0,2,Otras actividades
NUEVA ESPERANZA SOLAR SPA,2022,3.5,0.0,0.0,3.5,0.0,2,Otras centrales de generación eléctrica
NUNOA CAPITAL SPA,2022,3281.64,0.0,1441.59,4723.23,30.52127463621293,3,Otras actividades
OBRASCON HUARTE LAIN S A AGENCIA EN CHILE,2022,1406.0,0.0,0.0,1406.0,0.0,1,Construcción
OPERACIONES INTEGRALES COQUIMBO LIMITADA,2022,0.0,0.0,14.1,14.1,100.0,1,Otras actividades
OXIQUIM S A,2022,0.0,0.0,32.31,32.31,100.0,1,"Industria química, de plástico y caucho"
PAPELES CORDILLERA SPA,2022,12.0,125.04,0.0,137.04000000000002,0.0,3,Industria del papel y celulosa
PETROFLEX S.A.,2022,0.0,0.715,0.0,0.715,0.0,1,"Industria química, de plástico y caucho"
PLACILLA SPA,2022,935.25,0.0,0.0,935.25,0.0,1,Otras actividades
PLASTIGROT LTDA,2022,0.0,0.0,1.6796,1.6796,100.0,2,"Industria química, de plástico y caucho"
PLASVI SPA,2022,0.0,0.0,14.51,14.51,100.0,1,Otras industrias manufactureras
PLAZA EGANA SPA,2022,1068.58,0.0,1207.0,2275.58,53.04142240659524,6,Construcción
POLYDECK CHILE LIMITADA,2022,0.0,0.0,1.53,1.53,100.0,1,Otras industrias manufactureras
PREFABRICADOS DE HORMIGON GRAU S A,2022,6192.45,0.0,0.0,6192.45,0.0,2,Otras industrias manufactureras
PROVEEDORES INTEGRALES PRISA S A,2022,47.45,0.0,0.0,47.45,0.0,2,Comercio mayorista
PSF PAINE SPA,2022,8.51,0.0,0.0,8.51,0.0,1,Otras centrales de generación eléctrica
PSF PUANGUE SPA,2022,22.76,0.0,0.0,22.76,0.0,1,Otras centrales de generación eléctrica
QUIMETAL INDUSTRIAL S A,2022,0.0,210.93426,38.31,249.24426,15.37046429875657,5,"Industria química, de plástico y caucho"
READY MIX HORMIGONES LIMITADA,2022,19562.0,0.0,0.0,19562.0,0.0,5,Otras industrias manufactureras
RECYCLING S.A.,2022,25.18,0.0,0.0,25.18,0.0,2,Gestores de residuos
REFINERIA DE GRASAS Y ACEITES COMESTIBLES VIACAVA SPA.,2022,0.0,4.0,3.3200000000000003,7.32,45.3551912568306,3,Otras industrias manufactureras
RENTCO SPA,2022,10.4,0.0,0.0,10.4,0.0,1,Otras actividades
RINOL HORMIPUL CHILE S.A.,2022,3.9799999999999995,0.0,0.0,3.9799999999999995,0.0,2,Otras industrias manufactureras
ROTORY PVC SPA,2022,0.0,0.0,1.114,1.114,100.0,1,Otras industrias manufactureras
RUTA DEL MAIPO SOCIEDAD CONCESIONARIA S.A.,2022,3923.21,2131.58,9.47,6064.26,0.1561608506231593,4,Construcción
SACYR CHILE S A,2022,3762.748,0.0,31.779999999999998,3794.5280000000002,0.837521820895774,11,Construcción
SACYR OPERACION Y SERVICIOS S.A.,2022,24.8,0.0,0.0,24.8,0.0,3,Construcción
SAINT-GOBAIN WEBER CHILE S.A,2022,196.059,0.0,0.0,196.059,0.0,2,"Industria química, de plástico y caucho"
SALADO ENERGY SPA,2022,5.22,0.0,0.0,5.22,0.0,2,Otras centrales de generación eléctrica
SANTIAGO SUR 1 SPA.,2022,6497.73,0.0,0.0,6497.73,0.0,12,Otras actividades
SCM MINERA LUMINA COPPER CHILE,2022,0.0,0.0,9735.9,9735.9,100.0,4,Minería
SERVICIO DE SALUD OCCIDENTE HOSPITAL SAN JUAN DE DIOS,2022,982.152,0.0,0.0,982.152,0.0,1,Otras actividades
SERVICIO SALUD METROPOLITANO OCCIDENTE,2022,1626.67,0.0,0.0,1626.67,0.0,3,Otras actividades
SERVICIOS AEROPORTUARIOS AEROSAN SA,2022,5.22,0.0,0.0,5.22,0.0,1,Otras actividades
SICE AGENCIA CHILE S.A.,2022,7.98,0.0,0.0,7.98,0.0,5,Otras actividades
SIKA S A CHILE,2022,2724.213,0.0,0.0,2724.213,0.0,7,"Industria química, de plástico y caucho"
SIMONETTI INMOBILIARIA S.A.,2022,4963.25,0.0,6150.0,11113.25,55.339347175668685,8,Construcción
SINERGIA INMOBILIARIA S.A.,2022,17353.02,0.0,0.0,17353.02,0.0,17,Construcción
SISTEMA DE TRANSMISION DEL SUR S.A.,2022,0.0,0.0,284.092,284.092,100.0,3,Otras actividades
SKC S.A,2022,0.0,0.0,46.09,46.09,100.0,2,Ventas y mantención de vehículos automotores
SOC COMERCIAL DEGRAF SPA,2022,0.0,46.584,39.183,85.767,45.68540347686173,2,Otras actividades
SOC CONCESIONARIA AUTOPISTA CENTRAL S A,2022,0.0,3002.4,0.0,3002.4,0.0,1,Otras actividades
SOC CONCESIONARIA AUTOPISTA DE LOS ANDES S A,2022,0.0,3730.62,0.0,3730.62,0.0,1,Otras actividades
SOC CONCESIONARIA AUTOPISTA DEL SOL S.A.,2022,128.32,0.0,0.0,128.32,0.0,2,Otras actividades
SOC CONCESIONARIA AUTOPISTA LOS LIBERTADORES S A,2022,0.0,10253.76,0.0,10253.76,0.0,2,Otras actividades
SOC CONTRACTUAL MINERA CAROLA,2022,0.0,0.0,1.6,1.6,100.0,1,Minería
SOC DE CONSTRUCTORES TENSACON S A,2022,0.0,0.0,177.82,177.82,100.0,1,Construcción
SOC DE SERVICIOS TECNICOS GEOLOGI COS GEOTEC BOYLES BROS S A,2022,0.0,0.0,88.50800000000001,88.50800000000001,100.0,2,Minería
SOC INDUSTRIAL ROMERAL S A,2022,8167.99,0.0,0.0,8167.99,0.0,2,Otras industrias manufactureras
SOC MINERA ROSARIO LTDA,2022,0.0,22.02,14.850000000000001,36.870000000000005,40.276647681041496,4,Minería
SOC PETREOS S A,2022,52026.641,0.0,0.0,52026.641,0.0,5,Otras industrias manufactureras
SOC PUNTA DEL COBRE S A,2022,19.299999999999997,0.0,0.0,19.299999999999997,0.0,2,Minería
SOCIEDAD CONCESIONARIA AMB S.A.,2022,610.0,0.0,0.0,610.0,0.0,1,Otras actividades
SOCIEDAD CONCESIONARIA AUTOPISTA SAN ANTONIO-SANTIAGO S.A.,2022,53.25,0.0,4.72,57.97,8.142142487493532,3,Construcción
SOCIEDAD CONCESIONARIA RUTA DE LA FRUTA S.A.,2022,17.85,0.0,0.0,17.85,0.0,1,Construcción
SOCIEDAD CONCESIONARIA TUNEL EL MELON II S.A,2022,137.367,0.0,0.0,137.367,0.0,1,Construcción
SOCIEDAD CONCESIONARIA VESPUCIO ORIENTE S.A.,2022,1739.324,0.0,0.0,1739.324,0.0,1,Otras actividades
SOCIEDAD INDUSTRIAL PIZARRENO S.A.,2022,4822.5,0.0,0.0,4822.5,0.0,4,Otras industrias manufactureras
SOCIEDAD LEM LABORATORIOS & ASISTENCIA TECNICA LIMITADA,2022,111.0,0.0,0.0,111.0,0.0,4,Otras actividades
SOCOVESA INMOBILIARIA Y CONSTRUCCIONES S.A,2022,2725.5,0.0,0.0,2725.5,0.0,2,Construcción
SOFTYS CHILE SPA,2022,699.9699999999999,235.44,187.06,1122.4699999999998,16.665033363920642,7,Industria del papel y celulosa
SOPROCAL CALERIAS E INDUSTRIAS S A,2022,0.0,0.0,7.02,7.02,100.0,1,"Producción de cemento, cal y yeso"
SYNTHON CHILE LIMITADA,2022,1.45,0.0,0.0,1.45,0.0,1,Otras industrias manufactureras
TECNO FAST S.A.,2022,1048.92,0.0,0.0,1048.92,0.0,5,Construcción
TECNOVIAL S A,2022,0.0,0.0,480.614,480.614,100.0,1,Otras industrias manufactureras
TELEFONICA CHILE S.A.,2022,0.659,0.37,0.0,1.029,0.0,2,Otras actividades
TERCERA REGION SOLAR SPA,2022,0.0,0.0,62.0,62.0,100.0,1,Otras centrales de generación eléctrica
TERRITORIA APOQUINDO S.A,2022,8999.891,0.0,0.0,8999.891,0.0,2,Otras actividades
TRANSELEC S A,2022,2.4299999999999997,0.0,0.0,2.4299999999999997,0.0,2,Otras actividades
TRANSLOGIC SOCIEDAD ANONIMA,2022,2.69,0.0,0.0,2.69,0.0,1,Otras actividades
TRANSPORTES ANDINA REFRESCOS LTDA,2022,2.35,0.0,0.0,2.35,0.0,1,Otras actividades
TRANSPORTES COMETA S A,2022,0.0,0.0,12.16,12.16,100.0,2,Otras actividades
UNIVERSIDAD DE CHILE,2022,1838.24,0.0,0.0,1838.24,0.0,7,Otras actividades
UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,2022,0.0,0.032,0.827,0.859,96.27473806752037,3,Otras actividades
V S L SISTEMAS ESPECIALES DE CONSTRUCCION S A,2022,18.7,0.0,0.0,18.7,0.0,1,Construcción
VICENTE VALDES SPA,2022,555.0,0.0,0.0,555.0,0.0,1,Construcción
VICUÑA CAPITAL SPA,2022,1151.01,0.0,1117.58,2268.59,49.26319872696256,4,Otras actividades
VIDRIOS DELL ORTO S.A.,2022,0.0,0.0,1315.8100000000002,1315.8100000000002,100.0,3,Otras industrias manufactureras
VILLABLANCA INDUSTRIAL SOCIEDAD ANONIMA,2022,0.0,8.64,30.59,39.230000000000004,77.97603874585775,2,Otras industrias manufactureras
VITAL AGUAS S.A.,2022,0.0,22.93,2.62,25.55,10.25440313111546,3,Otras industrias manufactureras
VITIVINICOLA PEREZ CRUZ LIMITADA,2022,34.8,0.0,0.0,34.8,0.0,1,Otras industrias manufactureras
VIVIENDAS ARAUCARIAS SPA,2022,4975.49,0.0,0.0,4975.49,0.0,5,Construcción
VIVIENDAS ECONOMICAS CINCO DE ABRIL S.A.,2022,170.0,0.0,0.0,170.0,0.0,1,Construcción
VIVIENDAS ECONOMICAS SAN LUIS S.A.,2022,1273.03,0.0,0.0,1273.03,0.0,5,Construcción
VIVO SPA,2022,1.6749999999999998,0.0,0.0,1.6749999999999998,0.0,2,Otras actividades
VJ S.A.,2022,0.0,0.91,3.91,4.82,81.12033195020747,3,Otras industrias manufactureras
WATT'S  S.A.,2022,10.07,2.742,2.77,15.582,17.776922089590553,4,Otras industrias manufactureras
WATT'S S.A,2022,0.0,0.0,63.4292,63.4292,100.0,6,Otras industrias manufactureras
WORLEY INGENIERIA Y CONSTRUCCION CHILE S.A.,2022,222.66,0.0,0.0,222.66,0.0,3,Otras actividades
WURTH CHILE LIMITADA,2022,895.0,0.0,0.0,895.0,0.0,1,Otras industrias manufactureras
ACEROS AZA S.A.,2023,4150.954,0.0,19.276,4170.23,0.46222870201403765,4,Otras industrias manufactureras
ACERTECH LIMITADA,2023,0.0,0.0,9.26,9.26,100.0,1,Otras industrias manufactureras
ACUEDUCTO SAN ISIDRO QUILAPILUN SPA,2023,206.32,0.0,0.0,206.32,0.0,3,"Captación, tratamiento y distribución de agua"
ADMINISTRADORA DEL PRADO Y LA FORESTA SPA,2023,394.8,0.0,0.0,394.8,0.0,3,Otras actividades
AES ANDES S A,2023,169.115,0.0,97.084,266.199,36.470460069346615,7,Otras centrales de generación eléctrica
AGRICOLA COEXCA S.A.,2023,65.42,0.0,0.0,65.42,0.0,1,Producción agropecuaria
AGRICOLA SAN JOSE DE PERALILLO S A,2023,0.0,4.94,0.0,4.94,0.0,1,Otras industrias manufactureras
AGUAS PACIFICO SPA,2023,18.98,0.0,0.0,18.98,0.0,1,"Captación, tratamiento y distribución de agua"
AGUILAR Y COMPANIA LIMITADA,2023,0.0,0.0,8.45,8.45,100.0,1,Otras industrias manufactureras
AISLANTES VOLCAN S A,2023,1.96,17.92,4.00141,23.881410000000002,16.75533396059948,5,Otras industrias manufactureras
ALD LOGISTICA LIMITADA,2023,0.0,4.9,0.0,4.9,0.0,1,Otras actividades
ALMAGRO S A,2023,360.0,0.0,0.0,360.0,0.0,1,Construcción
ALTO LAS PERDICES SPA,2023,466.0,0.0,0.0,466.0,0.0,2,Otras actividades
ALTO MAIPO SPA,2023,8660.0,0.0,120.94999999999999,8780.95,1.3774136055893722,10,Otras centrales de generación eléctrica
ALUMA SYSTEMS SERVICIOS CHILE LIMITADA,2023,66.33,0.0,127.663,193.993,65.80804462016671,4,Otras actividades
AMBIPAR SERVICIOS DE VALORIZACION LIMITADA,2023,192.54,0.0,0.0,192.54,0.0,2,Gestores de residuos
AMERIS UPC DEPARTAMENTAL TRES SPA,2023,1401.57,0.0,0.0,1401.57,0.0,1,Construcción
ANDALUZA DE MONTAJES ELECTRICOS Y TELEFONICOS SOCIEDAD ANONIMA AGENCIA,2023,4.15,0.0,0.0,4.15,0.0,1,Construcción
ANDES SOLAR SPA,2023,0.0,0.0,70.189,70.189,100.0,1,Otras centrales de generación eléctrica
ANDINA SOLAR 6 SPA,2023,0.05,0.0,0.0,0.05,0.0,1,Otras centrales de generación eléctrica
ANGLO AMERICAN SUR S.A.,2023,3597.45,156.01,223.17000000000002,3976.63,5.612038333966198,7,Minería
ASOC DE PROPIETARIOS DE LA PARCELACION LA AURORA DE CURACAVI,2023,51.248,19.21,0.0,70.458,0.0,3,Otras actividades
ATCO SABINCO S.A,2023,482.2,0.0,50.029,532.229,9.399901170360879,3,Construcción
AVSA ALTO NUNOA SPA,2023,896.97,0.0,0.0,896.97,0.0,2,Otras actividades
AVSA LOS ALERCES SPA,2023,1096.2,0.0,0.0,1096.2,0.0,3,Otras actividades
AVSA NELSON SPA,2023,407.15999999999997,0.0,0.0,407.15999999999997,0.0,2,Otras actividades
AVSA NUEVA ZANARTU SPA,2023,330.6,0.0,0.0,330.6,0.0,2,Otras actividades
AVSA PDV SPA,2023,2134.11,0.0,0.0,2134.11,0.0,3,Otras actividades
BAKELS CHILE S A,2023,2.07,0.0,0.0,2.07,0.0,2,Otras industrias manufactureras
BANCO CENTRAL DE CHILE,2023,49.355,0.0,0.0,49.355,0.0,3,Otras actividades
BASF CHILE S A,2023,7.7700000000000005,0.0,0.0,7.7700000000000005,0.0,2,"Industria química, de plástico y caucho"
BESALCO - ARRIGONI LIMITADA,2023,17.45,0.0,0.0,17.45,0.0,1,Construcción
BIO BIO CEMENTOS S.A.,2023,0.0,0.0,76.565,76.565,100.0,1,"Producción de cemento, cal y yeso"
BOULEVARD MACUL SPA,2023,932.05,17.07,64.89,1014.01,6.399345174110708,9,Otras actividades
BRENNTAG CHILE COMERCIAL E INDUSTRIAL LIMITADA,2023,1.26,0.0,0.0,1.26,0.0,1,Otras actividades
BRITISH AMERICAN TOBACCO CHILE OPERACIONES S.A.,2023,0.0,0.0,5.2,5.2,100.0,1,Otras industrias manufactureras
CAPURATA DEL VERANO SPA,2023,2.94,0.0,0.0,2.94,0.0,1,Otras centrales de generación eléctrica
CARLOS RODRIGO MOLL SILVA,2023,96.57,0.0,0.0,96.57,0.0,1,Construcción
CARRERA CAPITAL SPA,2023,1773.06,0.0,0.0,1773.06,0.0,2,Otras actividades
CEMENTO POLPAICO S A,2023,2282.83,44.97,163.851,2491.651,6.576001213653117,9,"Producción de cemento, cal y yeso"
CEMENTOS BICENTENARIO S.A,2023,72.38,13.51,0.0,85.89,0.0,3,"Producción de cemento, cal y yeso"
CENCOSUD RETAIL S.A.,2023,6.63,0.0,0.0,6.63,0.0,3,Comercio minorista
CENTRAL DE RESTAURANTES ARAMARK LIMITADA,2023,0.0,0.0,1.84,1.84,100.0,1,Otras actividades
CERRILLOS I SPA,2023,1031.74,0.0,0.0,1031.74,0.0,2,Construcción
CERRILLOS II SPA,2023,55.68,0.0,0.0,55.68,0.0,1,Construcción
CERRILLOS SPA,2023,1778.04,0.0,0.0,1778.04,0.0,4,Construcción
CERVECERA CCU CHILE LIMITADA,2023,203.519,0.0,278.18,481.699,57.749756590734044,3,Otras industrias manufactureras
CGE DISTRIBUCION S A,2023,181.707,0.8230000000000001,0.0,182.53,0.0,8,Otras actividades
CHEQUEN SOLAR SPA,2023,50.660000000000004,0.0,1.253,51.913000000000004,2.41365361277522,4,Otras centrales de generación eléctrica
CHILENA DE MOLDEADOS SPA,2023,61.019999999999996,0.0,0.0,61.019999999999996,0.0,2,Industria del papel y celulosa
CHILEXPRESS S.A.,2023,0.0,0.0,11.18616,11.18616,100.0,1,Otras actividades
CIA INDUSTRIAL EL VOLCAN S A,2023,23329.56051,0.0,2.17,23331.730509999998,0.009300638883472172,13,"Producción de cemento, cal y yeso"
CIA MINERA CERRO NEGRO S A,2023,0.0,0.0,16.23,16.23,100.0,1,Minería
CIA MINERA DEL PACIFICO S.A.,2023,373.801,127.79,403.58,905.171,44.586050591545686,7,Minería
CIA MINERA DONA INES DE COLLAHUASI SCM,2023,0.0,1915.602,0.0,1915.602,0.0,1,Minería
CIA MINERA SAN GERONIMO,2023,0.0,0.0,1.302,1.302,100.0,1,Minería
CIA PAPELERA DEL PACIFICO S A,2023,0.0,0.0,4.5,4.5,100.0,1,Industria del papel y celulosa
CINTAC S.A.I.C.,2023,9.29,0.0,1484.75,1494.04,99.37819603223474,3,Otras industrias manufactureras
CLARIANT (CHILE) LIMITADA,2023,198.0,0.0,0.0,198.0,0.0,1,"Industria química, de plástico y caucho"
CLINICA BUPA SANTIAGO S.A.,2023,0.0,62.980000000000004,0.0,62.980000000000004,0.0,2,Otras actividades
COBRA CHILE SERVICIOS S.A.,2023,1059.14,0.0,0.0,1059.14,0.0,7,Otras actividades
"COBRA MONTAJES, SERVICIOS Y AGUA LIMITADA",2023,70.0,0.0,0.0,70.0,0.0,1,Construcción
COIPUE SPA,2023,1416.8,0.0,0.0,1416.8,0.0,3,Construcción
COLADA CONTINUA CHILENA SA,2023,3.11,0.0,51.07,54.18,94.25987449243264,2,Otras industrias manufactureras
COLBUN S A,2023,0.0,12.9,0.0,12.9,0.0,1,Termoeléctricas
COMERCIAL FLOSAM SPA,2023,6.7,0.0,0.0,6.7,0.0,1,Construcción
COMERCIAL GRUPOREVEX SPA,2023,37.11,0.0,0.0,37.11,0.0,1,Otras industrias manufactureras
COMERCIAL K LIMITADA,2023,1649.6999999999998,0.0,0.0,1649.6999999999998,0.0,2,Construcción
COMERCIALIZADORA DE RESIDUOS CORASA LIMITADA,2023,0.0,0.0,8.55,8.55,100.0,2,Gestores de residuos
COMERCIALIZADORA VACOR LIMITADA,2023,0.0,0.0,10.8155,10.8155,100.0,3,Gestores de residuos
COMERCIALIZADORA Y DISTRIBUIDORA HOHE S.A.,2023,16.5,0.0,0.0,16.5,0.0,3,Otras actividades
COMPANIA EL CARMEN DE CHICUREO S.A,2023,2847.51,0.0,0.0,2847.51,0.0,1,Otras actividades
COMPANIA GENERAL DE ELECTRICIDAD S.A.,2023,1686.197,7.381,7.038,1700.616,0.41385004022072003,36,Otras actividades
COMPANIA MINERA NEVADA SPA,2023,0.0,0.0,23.33,23.33,100.0,1,Minería
CONSORCIO DE SALUD SANTIAGO ORIENTE S.A. SOCIEDAD CONCESIONARIA,2023,31688.83,0.0,0.0,31688.83,0.0,3,Construcción
CONSORCIO ICAFAL - L Y D S.A..,2023,7659.48,0.0,0.0,7659.48,0.0,2,Construcción
CONSORCIO ICAFAL - L Y D SPA,2023,461.97,0.0,0.0,461.97,0.0,1,Construcción
CONSORCIO INMOBILIARIO MBI LIMITADA,2023,520.0,0.0,0.0,520.0,0.0,1,Otras actividades
CONSORCIO MOLLER DVC SPA,2023,741.84,0.0,0.0,741.84,0.0,4,Construcción
CONSORCIO NADIC S.A.,2023,743.51,0.0,0.0,743.51,0.0,1,Construcción
CONSTR ANDRES BASCUNAN ESPINEIRA Y CIA  LTDA,2023,332.01,0.0,0.0,332.01,0.0,1,Construcción
CONSTRUCTORA ALFREDO JARA Y COMPANIA S.A.,2023,910.0,0.0,0.0,910.0,0.0,4,Construcción
CONSTRUCTORA ALMAGRO S A,2023,10181.978,0.0,0.0,10181.978,0.0,10,Construcción
CONSTRUCTORA ASFAL SPA,2023,735.03,0.0,0.0,735.03,0.0,2,Construcción
CONSTRUCTORA CALAN SPA,2023,1691.19,0.0,0.0,1691.19,0.0,5,Construcción
CONSTRUCTORA CARRAN S A,2023,156.11,0.0,0.0,156.11,0.0,3,Construcción
CONSTRUCTORA CONCRETA SPA,2023,6850.0,0.0,12330.0,19180.0,64.28571428571429,8,Construcción
CONSTRUCTORA COSTA SUR LIMITADA,2023,92.44,0.0,0.0,92.44,0.0,1,Construcción
CONSTRUCTORA DE PAVIMENTOS ASFALTICOS BITUMIX S.A,2023,6988.8,1763.44,0.0,8752.24,0.0,5,Otras industrias manufactureras
CONSTRUCTORA E INMOBILIARIA BERSA CERRO COLORADO S.A.,2023,1820.04,0.0,0.0,1820.04,0.0,1,Otras actividades
CONSTRUCTORA E INMOBILIARIA LA DEHESA S.A.,2023,326.25,0.0,0.0,326.25,0.0,1,Construcción
CONSTRUCTORA E INMOBILIARIA PRESIDENTE RIESCO S.A.,2023,3247.71,0.0,135.0,3382.71,3.9908830493893945,3,Otras actividades
CONSTRUCTORA ECHEVERRIA IZQUIERDO SPA,2023,5712.264,0.0,0.0,5712.264,0.0,6,Construcción
CONSTRUCTORA ECOMAC S A,2023,0.625,0.0,0.0,0.625,0.0,1,Construcción
CONSTRUCTORA L Y D S A,2023,4355.450000000001,0.0,0.0,4355.450000000001,0.0,14,Construcción
CONSTRUCTORA NOVAL LIMITADA,2023,4813.1,0.0,0.0,4813.1,0.0,5,Construcción
CONSTRUCTORA NOVATEC S.A.,2023,247.95000000000002,0.0,0.0,247.95000000000002,0.0,2,Construcción
CONSTRUCTORA PACAL S A,2023,784.59,0.0,0.0,784.59,0.0,2,Construcción
CONSTRUCTORA PAZ SPA,2023,2027.97,0.0,0.0,2027.97,0.0,1,Construcción
CONSTRUCTORA SOCOVESA SANTIAGO S.A.,2023,4.46,0.0,0.0,4.46,0.0,1,Construcción
CONSTRUMART S.A.,2023,256.25,0.0,0.0,256.25,0.0,12,Comercio minorista
CONTENEDORES PATAGONIA SPA,2023,8.42,4.34,16.799999999999997,29.559999999999995,56.833558863328825,4,Otras actividades
COOP AGRICOLA Y LECHERA DE LA UNION LTDA,2023,497.64,0.03,0.84,498.50999999999993,0.1685021363663718,4,Otras industrias manufactureras
CORP NACIONAL DEL COBRE DE CHILE,2023,13.28,3025.55,3074.8309999999997,6113.661,50.294430783780776,8,Minería
CORP TECNICA DE FLUIDOS S A,2023,0.0,2.101,9.02,11.120999999999999,81.10781404549951,5,Comercio mayorista
CRILLON S.A.,2023,159.0,0.0,0.0,159.0,0.0,1,Construcción
CRISTALERIAS DE CHILE S A,2023,213.05581,34.91,0.0,247.96581,0.0,4,Otras industrias manufactureras
CRISTALERIAS TORO SPA,2023,42.33,1.1,207.52,250.95000000000002,82.6937636979478,8,Gestores de residuos
CRUZADOS SADP,2023,1387.97,0.0,58.94,1446.91,4.073508373015598,4,Comercio minorista
DALCO INGENIERIA LIMITADA,2023,28.71,0.0,0.0,28.71,0.0,1,Construcción
DELABASE CARVAJAL SPA,2023,45.0,0.0,0.0,45.0,0.0,1,Construcción
DELABASE GOYCOLEA SPA,2023,1260.153,0.0,0.0,1260.153,0.0,1,Construcción
DELABASE LAZCANO SPA,2023,345.018,0.0,0.0,345.018,0.0,1,Construcción
DELGADO S.A.,2023,230.0,0.0,0.0,230.0,0.0,1,Otras industrias manufactureras
DEMO CONSTRUCCIONES  S. A.,2023,14682.42,0.0,0.0,14682.42,0.0,10,Construcción
DESARROLLO INMOBILIARIO EJERCITO LIBERTADOR SPA,2023,2349.87,0.0,0.0,2349.87,0.0,1,Construcción
DIAZ CUMSILLE INGENIERIA Y CONSTRUCCION S.A.,2023,2142.0,0.0,0.0,2142.0,0.0,3,Construcción
DICTUC S.A.,2023,81.0,0.0,0.0,81.0,0.0,2,Otras actividades
